"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"¡En @Telefonica tienen un puesto a tu medida! <U+0001F44C>
Buscan un Ingeniero de Tecnología para la #Cloud pública de Telefón… https://t.co/Qu2BqMwrI6",FALSE,0,NA,2019-08-05 10:00:16,TRUE,NA,"1158316784388399105",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ticjob",0,FALSE,FALSE,NA,NA
"RT @lajornadaonline: Los ingenieros con perfiles como diseño de Automóviles; mecánico y de procesos; industrial; en mecatrónica; eléctrico,…",FALSE,0,NA,2019-08-05 06:06:24,FALSE,NA,"1158257931776942080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","armandoproyecto",42,TRUE,FALSE,NA,NA
"Soporte Técnico Telecomunicaciones - Con Residencia en Viña ... https://t.co/hcBU4CaCYd #trabajo #empleo",FALSE,1,NA,2019-08-05 00:05:03,FALSE,NA,"1158166991598948352",NA,"<a href=""http://www.chiletrabajos.cl/"" rel=""nofollow"">chiletrabajos</a>","chiletrabajos",1,FALSE,FALSE,NA,NA
"RT @coitt_aegitt: ""¿Y para qué sirven los Colegios Profesionales?"". Quizás, la pregunta sería para qué NO servimos <U+0001F60F>

<U+27A1><U+FE0F> Colegiarte te perm…",FALSE,0,NA,2019-08-04 07:58:15,FALSE,NA,"1157923688907493382",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JSManzano",5,TRUE,FALSE,NA,NA
"RT @ugtcom: <U+203C>Últimas noticias del sector de #telecomunicaciones <U+0001F449><U+0001F3FB> Las portadas de las secciones internacionales ...  #UGTComunicaciones #U…",FALSE,0,NA,2019-08-03 21:29:19,FALSE,NA,"1157765411955494912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jagg66",1,TRUE,FALSE,NA,NA
"<U+203C>Últimas noticias del sector de #telecomunicaciones <U+0001F449><U+0001F3FB> Las portadas de las secciones internacionales ...… https://t.co/b0HEoiHsmI",FALSE,0,NA,2019-08-03 21:01:48,TRUE,NA,"1157758487583232005",NA,"<a href=""https://metricool.com"" rel=""nofollow"">Metricool</a>","ugtcom",1,FALSE,FALSE,NA,NA
"KAM Junior Empresa de Telecomunicaciones https://t.co/KZUoKli5XQ #trabajo #empleo",FALSE,0,NA,2019-08-03 20:05:02,FALSE,NA,"1157744205025959937",NA,"<a href=""http://www.chiletrabajos.cl/"" rel=""nofollow"">chiletrabajos</a>","chiletrabajos",0,FALSE,FALSE,NA,NA
"Envía en pocos minutos tu #candidatura para #trabajar en el sector tecnológico. 

<U+0001F449> https://t.co/wRkSQJ46in

Sólo e… https://t.co/VCLxXneeUp",FALSE,0,NA,2019-08-03 15:01:28,TRUE,NA,"1157667807947100164",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","tecnoempleo",0,FALSE,FALSE,NA,NA
"Asesor de Telecomunicaciones
#empleo #trabajo #Malaga #trabajomalaga
Inscríbete aquí <U+0001F449> https://t.co/55f458L0c0",FALSE,0,NA,2019-08-03 11:22:09,FALSE,NA,"1157612614878400512",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TrabajosMalaga_",0,FALSE,FALSE,NA,NA
"Ofertas Trabajo ASESOR/A COMERCIAL EN TELECOMUNICACIONES https://t.co/daqbn0WfpJ",FALSE,0,NA,2019-08-02 23:36:38,FALSE,NA,"1157435064629649408",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","123trabajo",0,FALSE,FALSE,NA,NA
"Oportunidad Laboral
ANALISTA SENIOR CSIRT - RM
Importante empresa de Telecomunicaciones, busca a un profesional par… https://t.co/SxlDArHdyY",FALSE,0,NA,2019-08-02 19:47:12,TRUE,NA,"1157377326415564801",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","bvmconsultores",0,FALSE,FALSE,NA,NA
"Oportunidad Laboral
ANALISTA JUNIOR CSIRT - RM
Importante empresa de Telecomunicaciones, busca a un profesional par… https://t.co/iBqgnp1mNE",FALSE,0,NA,2019-08-02 19:40:43,TRUE,NA,"1157375694764163073",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","bvmconsultores",0,FALSE,FALSE,NA,NA
"Oportunidad Laboral
ESPECIALISTA SOC - RM
Importante empresa de Telecomunicaciones, requiere contratar a un profesi… https://t.co/Z2S6j92Euo",FALSE,0,NA,2019-08-02 19:38:46,TRUE,NA,"1157375205800632320",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","bvmconsultores",0,FALSE,FALSE,NA,NA
"Oportunidad Laboral
INGENIERO EN TELECOMUNICACIONES - RM
Empresa líder en el rubro busca a un Ingeniero. Postula co… https://t.co/YKFBelEfLn",FALSE,0,NA,2019-08-02 19:36:00,TRUE,NA,"1157374508535336960",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","bvmconsultores",0,FALSE,FALSE,NA,NA
"TELEOPERADOR COMERCIAL TELECOMUNICACIONES
#empleo #trabajo #Valencia #trabajovalencia
Inscríbete aquí <U+0001F449> https://t.co/8UK8FLl8ZQ",FALSE,0,NA,2019-08-02 18:59:11,FALSE,NA,"1157365242680115200",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TrabajosValenci",0,FALSE,FALSE,NA,NA
"TELEOPERADOR RECEPCION COMERCIAL TELECOMUNICACIONES.
#empleo #trabajo #Valencia #trabajovalencia
Inscríbete aquí <U+0001F449> https://t.co/wdUx8UKIlF",FALSE,0,NA,2019-08-02 18:59:10,FALSE,NA,"1157365240499187717",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TrabajosValenci",0,FALSE,FALSE,NA,NA
"RT @Nataliatvpas: hola busco empleo en el area de Telecomunicaciones, espero alguien me pueda ayudar me urge, soy una chica responsable, co…",FALSE,0,NA,2019-08-02 18:56:55,FALSE,NA,"1157364674603696129",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AndreaMirandaT4",33,TRUE,FALSE,NA,NA
"Adquisition Manager – Sector Telecomunicaciones/Real Estate
#empleo #trabajo #Madrid #empleomadrid
Solicita este tr… https://t.co/uy7KhnyJIV",FALSE,0,NA,2019-08-02 18:47:25,TRUE,NA,"1157362280746672133",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Jobs_in_Madrid",0,FALSE,FALSE,NA,NA
"RT @Brandty_Es: It´s Brandty Time!! ¿Te apasiona el mundo de las ventas?. Una importante empresa del sector de las telecomunicaciones neces…",FALSE,0,NA,2019-08-02 16:54:42,FALSE,NA,"1157333914224091137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GuzmanMtnez",4,TRUE,FALSE,NA,NA
"RT @Brandty_Es: It´s Brandty Time!! ¿Te apasiona el mundo de las ventas?. Una importante empresa del sector de las telecomunicaciones neces…",FALSE,0,NA,2019-08-02 16:24:13,FALSE,NA,"1157326244620460033",NA,"<a href=""http://DavidMorles.com"" rel=""nofollow"">AlicanteMKT</a>","AlicanteMKT",4,TRUE,FALSE,NA,NA
